component,pattern,column
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_poverty__for_each_of_the_following_technologies_decisions_or_behaviours_envelope_renovation_e_g_wall_roof_insulation_double_windows
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_poverty__for_each_of_the_following_technologies_decisions_or_behaviours_heat_pump_based_heating_system
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_poverty__for_each_of_the_following_technologies_decisions_or_behaviours_heat_recovery_mechanical_ventilation
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_poverty__for_each_of_the_following_technologies_decisions_or_behaviours_join_an_energy_community
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_poverty__for_each_of_the_following_technologies_decisions_or_behaviours_rooftop_photovoltaic_system_solar_pv
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_poverty__for_each_of_the_following_technologies_decisions_or_behaviours_smart_home_systems
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_poverty__how_do_you_usually_reach_each_of_the_following_services_please_answer_considering_your_current_location_under_the_usual_weather_and_traffic_situation_administrative_places_e_g_city_or_community_hall_police_station_post_office_fire_station
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_poverty__how_do_you_usually_reach_each_of_the_following_services_please_answer_considering_your_current_location_under_the_usual_weather_and_traffic_situation_health_centre_or_clinics
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_poverty__how_do_you_usually_reach_each_of_the_following_services_please_answer_considering_your_current_location_under_the_usual_weather_and_traffic_situation_hospital
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_poverty__how_do_you_usually_reach_each_of_the_following_services_please_answer_considering_your_current_location_under_the_usual_weather_and_traffic_situation_house_of_parents_friends
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_poverty__how_do_you_usually_reach_each_of_the_following_services_please_answer_considering_your_current_location_under_the_usual_weather_and_traffic_situation_long_distance_station_bus_railway_or_airport
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_poverty__how_do_you_usually_reach_each_of_the_following_services_please_answer_considering_your_current_location_under_the_usual_weather_and_traffic_situation_neighbourhood_store
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_poverty__how_do_you_usually_reach_each_of_the_following_services_please_answer_considering_your_current_location_under_the_usual_weather_and_traffic_situation_nursery_elementary_or_secondary_schools
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_poverty__how_do_you_usually_reach_each_of_the_following_services_please_answer_considering_your_current_location_under_the_usual_weather_and_traffic_situation_playground_or_green_areas
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_poverty__how_do_you_usually_reach_each_of_the_following_services_please_answer_considering_your_current_location_under_the_usual_weather_and_traffic_situation_recreative_places_e_g_bar_restaurant_cafe_library_museum_public_sports_courts
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_poverty__how_do_you_usually_reach_each_of_the_following_services_please_answer_considering_your_current_location_under_the_usual_weather_and_traffic_situation_regular_places_e_g_gym_church_cinema_theatre
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_poverty__how_do_you_usually_reach_each_of_the_following_services_please_answer_considering_your_current_location_under_the_usual_weather_and_traffic_situation_shopping_centre
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_poverty__how_do_you_usually_reach_each_of_the_following_services_please_answer_considering_your_current_location_under_the_usual_weather_and_traffic_situation_transport_stops_e_g_bus_metro_subway_underground_railway
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_poverty__how_do_you_usually_reach_each_of_the_following_services_please_answer_considering_your_current_location_under_the_usual_weather_and_traffic_situation_university
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_poverty__how_do_you_usually_reach_each_of_the_following_services_please_answer_considering_your_current_location_under_the_usual_weather_and_traffic_situation_workplace
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_poverty__in_the_previous_question_you_indicated_that_the_tariff_should_generate_some_surplus_how_would_you_distribute_it_among_the_different_options_you_selected_please_answer_in_percentages_so_that_the_total_is_100_percent_building_renovations_of_vulnerable_collectives
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_poverty__in_the_previous_question_you_indicated_that_the_tariff_should_generate_some_surplus_how_would_you_distribute_it_among_the_different_options_you_selected_please_answer_in_percentages_so_that_the_total_is_100_percent_collective_energy_self_generation
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_poverty__in_the_previous_question_you_indicated_that_the_tariff_should_generate_some_surplus_how_would_you_distribute_it_among_the_different_options_you_selected_please_answer_in_percentages_so_that_the_total_is_100_percent_district_heating_systems
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_poverty__in_the_previous_question_you_indicated_that_the_tariff_should_generate_some_surplus_how_would_you_distribute_it_among_the_different_options_you_selected_please_answer_in_percentages_so_that_the_total_is_100_percent_energy_advisors
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_poverty__in_the_previous_question_you_indicated_that_the_tariff_should_generate_some_surplus_how_would_you_distribute_it_among_the_different_options_you_selected_please_answer_in_percentages_so_that_the_total_is_100_percent_energy_cost_reduction_to_vulnerable_collectives
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_poverty__in_the_previous_question_you_indicated_that_the_tariff_should_generate_some_surplus_how_would_you_distribute_it_among_the_different_options_you_selected_please_answer_in_percentages_so_that_the_total_is_100_percent_energy_retailers_social_activities
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_poverty__in_the_previous_question_you_indicated_that_the_tariff_should_generate_some_surplus_how_would_you_distribute_it_among_the_different_options_you_selected_please_answer_in_percentages_so_that_the_total_is_100_percent_one_stop_shops
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_poverty__in_the_previous_question_you_indicated_that_the_tariff_should_generate_some_surplus_how_would_you_distribute_it_among_the_different_options_you_selected_please_answer_in_percentages_so_that_the_total_is_100_percent_others
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_poverty__in_the_previous_question_you_indicated_that_the_tariff_should_generate_some_surplus_how_would_you_distribute_it_among_the_different_options_you_selected_please_answer_in_percentages_so_that_the_total_is_100_percent_participation_in_energy_communities_of_vulnerable_groups
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_poverty__in_the_previous_question_you_indicated_that_the_tariff_should_generate_some_surplus_how_would_you_distribute_it_among_the_different_options_you_selected_please_answer_in_percentages_so_that_the_total_is_100_percent_price_spikes
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_poverty__in_the_previous_question_you_indicated_that_the_tariff_should_generate_some_surplus_how_would_you_distribute_it_among_the_different_options_you_selected_please_answer_in_percentages_so_that_the_total_is_100_percent_research_and_innovation
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_poverty__please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_balcony_solar_kits
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_poverty__please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_change_of_electricity_tariff_e_g_switching_to_a_time_of_use_tariff
